Year,Economy,Region,Scenario,Value,Sales,Unit
2026,06_HKC,Northeast Asia,Carbon Neutral,0.020156,0.007721,Million
2026,10_MAS,Southeast Asia,Reference,0.078207,0.031526,Million
2026,01_AUS,Oceania,Carbon Neutral,0.398329,0.15761799999999998,Million
2026,01_AUS,Oceania,Reference,0.20632,0.04313500000000001,Million
2026,02_BD,Southeast Asia,Carbon Neutral,0.00584,0.002724,Million
2026,02_BD,Southeast Asia,Reference,0.00208,0.0004819999999999998,Million
2026,03_CDA,Other Americas,Carbon Neutral,0.594982,0.230989,Million
2026,03_CDA,Other Americas,Reference,0.337851,0.07070100000000001,Million
2026,04_CHL,Other Americas,Carbon Neutral,0.056506,0.038145,Million
2026,04_CHL,Other Americas,Reference,0.074854,0.024374000000000007,Million
2026,05_PRC,China,Carbon Neutral,28.415697,5.735496000000001,Million
2026,11_MEX,Other Americas,Carbon Neutral,0.733499,0.329608,Million
2026,05_PRC,China,Reference,19.232979,1.7136560000000003,Million
2026,06_HKC,Northeast Asia,Reference,0.014909,0.0019179999999999996,Million
2026,07_INA,Southeast Asia,Carbon Neutral,0.445228,0.20873,Million
2026,07_INA,Southeast Asia,Reference,0.132709,0.022501999999999994,Million
2026,08_JPN,Northeast Asia,Carbon Neutral,2.02546,0.8201899999999998,Million
2026,08_JPN,Northeast Asia,Reference,1.930419,0.20878600000000014,Million
2026,09_ROK,Northeast Asia,Carbon Neutral,1.139679,0.4436890000000001,Million
2026,09_ROK,Northeast Asia,Reference,0.546404,0.14082499999999998,Million
2026,10_MAS,Southeast Asia,Carbon Neutral,0.18136,0.100064,Million
2027,16_RUS,Russia,Carbon Neutral,1.220079,0.6871569999999999,Million
2027,15_RP,Southeast Asia,Reference,0.01833,0.004588999999999999,Million
2027,15_RP,Southeast Asia,Carbon Neutral,0.05616,0.023868,Million
2027,14_PE,Other Americas,Reference,0.048032,0.011796999999999995,Million
2027,14_PE,Other Americas,Carbon Neutral,0.138926,0.060055,Million
2027,13_PNG,Oceania,Carbon Neutral,0.000293,0.00024700000000000004,Million
2027,12_NZ,Oceania,Reference,0.123693,0.024281999999999998,Million
2027,16_RUS,Russia,Reference,0.115086,0.021674,Million
2027,13_PNG,Oceania,Reference,6.4e-05,5.1e-05,Million
2027,17_SIN,Southeast Asia,Carbon Neutral,0.07105,0.017495000000000004,Million
2027,19_THA,Southeast Asia,Reference,0.411524,0.07396999999999998,Million
2027,18_CT,Northeast Asia,Carbon Neutral,0.453475,0.18685600000000002,Million
2027,18_CT,Northeast Asia,Reference,0.195099,0.05301500000000001,Million
2027,19_THA,Southeast Asia,Carbon Neutral,1.051822,0.37992900000000007,Million
2027,12_NZ,Oceania,Carbon Neutral,0.261091,0.09334600000000001,Million
2027,20_USA,USA,Carbon Neutral,9.015021,3.314025000000001,Million
2027,20_USA,USA,Reference,4.356087,0.8928009999999995,Million
2027,21_VN,Southeast Asia,Carbon Neutral,0.169761,0.083731,Million
2027,21_VN,Southeast Asia,Reference,0.062849,0.023498000000000005,Million
2027,17_SIN,Southeast Asia,Reference,0.03691,0.005573999999999996,Million
2027,11_MEX,Other Americas,Reference,0.472845,0.123527,Million
2027,11_MEX,Other Americas,Carbon Neutral,1.323888,0.5903889999999999,Million
2027,10_MAS,Southeast Asia,Reference,0.129121,0.050914000000000015,Million
2027,01_AUS,Oceania,Carbon Neutral,0.664335,0.266006,Million
2027,01_AUS,Oceania,Reference,0.259219,0.052898999999999974,Million
2027,02_BD,Southeast Asia,Carbon Neutral,0.010436,0.004596000000000001,Million
2027,02_BD,Southeast Asia,Reference,0.002669,0.0005890000000000001,Million
2027,03_CDA,Other Americas,Carbon Neutral,0.956667,0.36168500000000003,Million
2027,03_CDA,Other Americas,Reference,0.426303,0.08845199999999998,Million
2027,04_CHL,Other Americas,Reference,0.111057,0.036203,Million
2027,05_PRC,China,Carbon Neutral,36.02622,7.610523000000001,Million
2027,05_PRC,China,Reference,20.945201,1.7122220000000006,Million
2027,04_CHL,Other Americas,Carbon Neutral,0.157711,0.10120499999999999,Million
2027,06_HKC,Northeast Asia,Reference,0.01714,0.0022309999999999986,Million
2027,10_MAS,Southeast Asia,Carbon Neutral,0.384303,0.202943,Million
2027,06_HKC,Northeast Asia,Carbon Neutral,0.035323,0.015167,Million
2027,09_ROK,Northeast Asia,Carbon Neutral,1.806661,0.666982,Million
2027,08_JPN,Northeast Asia,Reference,2.140548,0.2101289999999998,Million
2027,09_ROK,Northeast Asia,Reference,0.730617,0.18421299999999996,Million
2027,07_INA,Southeast Asia,Reference,0.157496,0.024787000000000003,Million
2027,07_INA,Southeast Asia,Carbon Neutral,0.801213,0.35598499999999994,Million
2027,08_JPN,Northeast Asia,Carbon Neutral,3.349038,1.3235780000000004,Million
2028,12_NZ,Oceania,Reference,0.151445,0.027752,Million
2028,16_RUS,Russia,Reference,0.141103,0.026017000000000012,Million
2028,13_PNG,Oceania,Carbon Neutral,0.001148,0.0008549999999999999,Million
2028,13_PNG,Oceania,Reference,0.000218,0.000154,Million
2028,14_PE,Other Americas,Reference,0.062438,0.014406000000000002,Million
2028,15_RP,Southeast Asia,Carbon Neutral,0.089848,0.033687999999999996,Million
2028,15_RP,Southeast Asia,Reference,0.023866,0.005535999999999999,Million
2028,16_RUS,Russia,Carbon Neutral,2.4397,1.2196210000000003,Million
2028,17_SIN,Southeast Asia,Carbon Neutral,0.091038,0.019987999999999992,Million
2028,14_PE,Other Americas,Carbon Neutral,0.22621,0.087284,Million
2028,18_CT,Northeast Asia,Carbon Neutral,0.709486,0.25601099999999993,Million
2028,18_CT,Northeast Asia,Reference,0.25962,0.06452100000000002,Million
2028,19_THA,Southeast Asia,Carbon Neutral,1.521522,0.4697,Million
2028,19_THA,Southeast Asia,Reference,0.48814,0.07661600000000002,Million
2028,20_USA,USA,Carbon Neutral,13.401666,4.386645,Million
2028,20_USA,USA,Reference,5.40228,1.0461930000000006,Million
2028,21_VN,Southeast Asia,Carbon Neutral,0.29946,0.129699,Million
2028,21_VN,Southeast Asia,Reference,0.094563,0.03171399999999999,Million
2028,12_NZ,Oceania,Carbon Neutral,0.381723,0.12063199999999996,Million
2028,17_SIN,Southeast Asia,Reference,0.043071,0.006161,Million
2028,11_MEX,Other Americas,Reference,0.619537,0.146692,Million
2028,11_MEX,Other Americas,Carbon Neutral,2.167179,0.843291,Million
2028,10_MAS,Southeast Asia,Reference,0.200876,0.07175499999999999,Million
2028,01_AUS,Oceania,Carbon Neutral,1.03963,0.37529500000000005,Million
2028,01_AUS,Oceania,Reference,0.32021,0.06099100000000002,Million
2028,02_BD,Southeast Asia,Carbon Neutral,0.016941,0.006505,Million
2028,02_BD,Southeast Asia,Reference,0.003388,0.000719,Million
2028,03_CDA,Other Americas,Carbon Neutral,1.431398,0.4747309999999999,Million
2028,04_CHL,Other Americas,Carbon Neutral,0.348973,0.191262,Million
2028,04_CHL,Other Americas,Reference,0.15924,0.04818299999999999,Million
2028,05_PRC,China,Carbon Neutral,44.925211,8.898990999999995,Million
2028,05_PRC,China,Reference,22.825541,1.8803400000000003,Million
2028,03_CDA,Other Americas,Reference,0.530338,0.10403499999999999,Million
2028,06_HKC,Northeast Asia,Reference,0.019612,0.002472000000000002,Million
2028,06_HKC,Northeast Asia,Carbon Neutral,0.058258,0.022934999999999997,Million
2028,09_ROK,Northeast Asia,Reference,0.952781,0.22216400000000003,Million
2028,09_ROK,Northeast Asia,Carbon Neutral,2.649228,0.8425669999999998,Million
2028,08_JPN,Northeast Asia,Reference,2.347395,0.20684700000000023,Million
2028,10_MAS,Southeast Asia,Carbon Neutral,0.715456,0.331153,Million
2028,07_INA,Southeast Asia,Reference,0.1849,0.02740400000000001,Million
2028,07_INA,Southeast Asia,Carbon Neutral,1.315221,0.514008,Million
2028,08_JPN,Northeast Asia,Carbon Neutral,5.130035,1.7809970000000002,Million
2029,16_RUS,Russia,Carbon Neutral,4.206726,1.7670259999999995,Million
2029,12_NZ,Oceania,Reference,0.181078,0.029632999999999993,Million
2029,13_PNG,Oceania,Carbon Neutral,0.003027,0.0018790000000000002,Million
2029,13_PNG,Oceania,Reference,0.000529,0.00031099999999999997,Million
2029,14_PE,Other Americas,Carbon Neutral,0.331841,0.105631,Million
2029,14_PE,Other Americas,Reference,0.078306,0.015868,Million
2029,15_RP,Southeast Asia,Carbon Neutral,0.131144,0.04129600000000001,Million
2029,15_RP,Southeast Asia,Reference,0.030006,0.006140000000000003,Million
2029,16_RUS,Russia,Reference,0.174487,0.033384,Million
2029,21_VN,Southeast Asia,Reference,0.132592,0.03802899999999999,Million
2029,17_SIN,Southeast Asia,Reference,0.049882,0.0068110000000000046,Million
2029,18_CT,Northeast Asia,Carbon Neutral,1.008238,0.298752,Million
2029,18_CT,Northeast Asia,Reference,0.331662,0.072042,Million
2029,19_THA,Southeast Asia,Carbon Neutral,2.159593,0.638071,Million
2029,19_THA,Southeast Asia,Reference,0.583298,0.09515799999999996,Million
2029,20_USA,USA,Carbon Neutral,18.451768,5.050102000000001,Million
2029,20_USA,USA,Reference,6.538645,1.1363649999999996,Million
2029,21_VN,Southeast Asia,Carbon Neutral,0.466927,0.16746699999999998,Million
2029,12_NZ,Oceania,Carbon Neutral,0.518031,0.13630800000000004,Million
2029,17_SIN,Southeast Asia,Carbon Neutral,0.113294,0.022256000000000012,Million
2029,11_MEX,Other Americas,Reference,0.779836,0.16029899999999997,Million
2029,11_MEX,Other Americas,Carbon Neutral,3.182686,1.015507,Million
2029,10_MAS,Southeast Asia,Reference,0.289045,0.088169,Million
2029,01_AUS,Oceania,Reference,0.386023,0.06581300000000001,Million
2029,02_BD,Southeast Asia,Carbon Neutral,0.02487,0.007928999999999999,Million
2029,02_BD,Southeast Asia,Reference,0.004263,0.0008750000000000003,Million
2029,03_CDA,Other Americas,Carbon Neutral,1.974194,0.5427960000000001,Million
2029,03_CDA,Other Americas,Reference,0.644239,0.11390100000000003,Million
2029,04_CHL,Other Americas,Carbon Neutral,0.614402,0.265429,Million
2029,04_CHL,Other Americas,Reference,0.216444,0.057204000000000005,Million
2029,05_PRC,China,Carbon Neutral,54.398245,9.473034000000006,Million
2029,05_PRC,China,Reference,24.873263,2.0477220000000003,Million
2029,01_AUS,Oceania,Carbon Neutral,1.491115,0.4514849999999999,Million
2029,06_HKC,Northeast Asia,Reference,0.022359,0.0027469999999999994,Million
2029,07_INA,Southeast Asia,Carbon Neutral,1.952919,0.6376980000000001,Million
2029,07_INA,Southeast Asia,Reference,0.215289,0.030389,Million
2029,08_JPN,Northeast Asia,Carbon Neutral,7.18038,2.050345,Million
2029,08_JPN,Northeast Asia,Reference,2.545375,0.19797999999999982,Million
2029,09_ROK,Northeast Asia,Carbon Neutral,3.585234,0.9360059999999999,Million
2029,09_ROK,Northeast Asia,Reference,1.199799,0.24701800000000007,Million
2029,10_MAS,Southeast Asia,Carbon Neutral,1.156809,0.441353,Million
2029,06_HKC,Northeast Asia,Carbon Neutral,0.086348,0.028089999999999997,Million
2030,15_RP,Southeast Asia,Reference,0.036355,0.006348999999999997,Million
2030,15_RP,Southeast Asia,Carbon Neutral,0.176842,0.04569799999999999,Million
2030,14_PE,Other Americas,Reference,0.094986,0.01668,Million
2030,12_NZ,Oceania,Reference,0.210998,0.029920000000000002,Million
2030,13_PNG,Oceania,Reference,0.001001,0.000472,Million
2030,13_PNG,Oceania,Carbon Neutral,0.005979,0.0029519999999999998,Million
2030,16_RUS,Russia,Carbon Neutral,6.125476,1.9187500000000002,Million
2030,14_PE,Other Americas,Carbon Neutral,0.448839,0.11699799999999999,Million
2030,16_RUS,Russia,Reference,0.212079,0.03759199999999999,Million
2030,18_CT,Northeast Asia,Reference,0.405771,0.07410899999999998,Million
2030,17_SIN,Southeast Asia,Reference,0.057435,0.007552999999999997,Million
2030,18_CT,Northeast Asia,Carbon Neutral,1.320385,0.31214699999999995,Million
2030,19_THA,Southeast Asia,Carbon Neutral,2.752595,0.5930019999999998,Million
2030,19_THA,Southeast Asia,Reference,0.666664,0.08336600000000005,Million
2030,20_USA,USA,Carbon Neutral,23.789134,5.337365999999999,Million
2030,20_USA,USA,Reference,7.698366,1.1597210000000002,Million
2030,21_VN,Southeast Asia,Carbon Neutral,0.656259,0.18933200000000006,Million
2030,12_NZ,Oceania,Carbon Neutral,0.659836,0.14180499999999996,Million
2030,17_SIN,Southeast Asia,Carbon Neutral,0.137615,0.02432099999999998,Million
2030,21_VN,Southeast Asia,Reference,0.174073,0.04148100000000002,Million
2030,11_MEX,Other Americas,Reference,0.956677,0.17684100000000003,Million
2030,10_MAS,Southeast Asia,Reference,0.386701,0.09765600000000002,Million
2030,01_AUS,Oceania,Carbon Neutral,1.977711,0.48659600000000003,Million
2030,01_AUS,Oceania,Reference,0.453165,0.06714199999999998,Million
2030,02_BD,Southeast Asia,Carbon Neutral,0.033601,0.008731,Million
2030,02_BD,Southeast Asia,Reference,0.005327,0.0010639999999999998,Million
2030,03_CDA,Other Americas,Carbon Neutral,2.544855,0.5706610000000001,Million
2030,03_CDA,Other Americas,Reference,0.761432,0.11719299999999999,Million
2030,04_CHL,Other Americas,Carbon Neutral,0.91825,0.303848,Million
2030,04_CHL,Other Americas,Reference,0.278065,0.06162100000000001,Million
2030,05_PRC,China,Carbon Neutral,63.914282,9.516036999999997,Million
2030,11_MEX,Other Americas,Carbon Neutral,4.362984,1.180298,Million
2030,06_HKC,Northeast Asia,Carbon Neutral,0.116624,0.03027600000000001,Million
2030,05_PRC,China,Reference,27.085206,2.211942999999998,Million
2030,09_ROK,Northeast Asia,Reference,1.456438,0.25663899999999984,Million
2030,09_ROK,Northeast Asia,Carbon Neutral,4.549192,0.9639579999999999,Million
2030,08_JPN,Northeast Asia,Reference,2.729961,0.18458599999999992,Million
2030,10_MAS,Southeast Asia,Carbon Neutral,1.66158,0.5047710000000001,Million
2030,07_INA,Southeast Asia,Reference,0.249052,0.03376299999999999,Million
2030,07_INA,Southeast Asia,Carbon Neutral,2.660258,0.7073389999999997,Million
2030,06_HKC,Northeast Asia,Reference,0.025557,0.0031979999999999995,Million
2030,08_JPN,Northeast Asia,Carbon Neutral,9.307152,2.126772,Million
2031,16_RUS,Russia,Carbon Neutral,8.111599,1.986123,Million
2031,12_NZ,Oceania,Reference,0.240103,0.02910500000000002,Million
2031,13_PNG,Oceania,Carbon Neutral,0.009565,0.0035860000000000006,Million
2031,13_PNG,Oceania,Reference,0.001565,0.000564,Million
2031,14_PE,Other Americas,Reference,0.111018,0.016032000000000005,Million
2031,15_RP,Southeast Asia,Carbon Neutral,0.224814,0.047972000000000015,Million
2031,15_RP,Southeast Asia,Reference,0.042684,0.006329000000000001,Million
2031,16_RUS,Russia,Reference,0.25735,0.04527100000000003,Million
2031,19_THA,Southeast Asia,Carbon Neutral,3.340429,0.587834,Million
2031,17_SIN,Southeast Asia,Reference,0.065829,0.008393999999999999,Million
2031,18_CT,Northeast Asia,Carbon Neutral,1.634304,0.31391900000000006,Million
2031,18_CT,Northeast Asia,Reference,0.47869,0.07291900000000001,Million
2031,12_NZ,Oceania,Carbon Neutral,0.801855,0.142019,Million
2031,19_THA,Southeast Asia,Reference,0.746646,0.079982,Million
2031,20_USA,USA,Carbon Neutral,29.193246,5.404111999999998,Million
2031,20_USA,USA,Reference,8.832513,1.1341470000000005,Million
2031,21_VN,Southeast Asia,Carbon Neutral,0.852908,0.19664899999999996,Million
2031,21_VN,Southeast Asia,Reference,0.216382,0.042308999999999986,Million
2031,17_SIN,Southeast Asia,Carbon Neutral,0.163814,0.026199,Million
2031,11_MEX,Other Americas,Reference,1.132934,0.1762570000000001,Million
2031,14_PE,Other Americas,Carbon Neutral,0.565924,0.117085,Million
2031,10_MAS,Southeast Asia,Reference,0.490367,0.10366599999999998,Million
2031,01_AUS,Oceania,Carbon Neutral,2.456378,0.47866699999999995,Million
2031,01_AUS,Oceania,Reference,0.514078,0.06091300000000005,Million
2031,02_BD,Southeast Asia,Carbon Neutral,0.042696,0.009094999999999999,Million
2031,02_BD,Southeast Asia,Reference,0.006615,0.001288,Million
2031,03_CDA,Other Americas,Carbon Neutral,3.12024,0.5753849999999998,Million
2031,03_CDA,Other Americas,Reference,0.877078,0.11564600000000003,Million
2031,04_CHL,Other Americas,Carbon Neutral,1.235736,0.31748599999999993,Million
2031,04_CHL,Other Americas,Reference,0.340029,0.06196400000000002,Million
2031,05_PRC,China,Carbon Neutral,73.191237,9.276955000000001,Million
2031,11_MEX,Other Americas,Carbon Neutral,5.575563,1.2125789999999999,Million
2031,06_HKC,Northeast Asia,Carbon Neutral,0.147336,0.03071199999999999,Million
2031,06_HKC,Northeast Asia,Reference,0.028947,0.0033900000000000007,Million
2031,07_INA,Southeast Asia,Carbon Neutral,3.3928,0.732542,Million
2031,07_INA,Southeast Asia,Reference,0.286621,0.03756900000000002,Million
2031,08_JPN,Northeast Asia,Carbon Neutral,11.388521,2.0813690000000005,Million
2031,08_JPN,Northeast Asia,Reference,2.898718,0.16875700000000027,Million
2031,09_ROK,Northeast Asia,Carbon Neutral,5.505323,0.9561310000000001,Million
2031,09_ROK,Northeast Asia,Reference,1.707165,0.25072700000000014,Million
2031,10_MAS,Southeast Asia,Carbon Neutral,2.212877,0.5512970000000001,Million
2031,05_PRC,China,Reference,29.45467,2.3694640000000007,Million
2032,15_RP,Southeast Asia,Carbon Neutral,0.275007,0.05019299999999999,Million
2032,14_PE,Other Americas,Reference,0.126685,0.015666999999999986,Million
2032,14_PE,Other Americas,Carbon Neutral,0.684867,0.11894300000000002,Million
2032,12_NZ,Oceania,Carbon Neutral,0.942577,0.140722,Million
2032,13_PNG,Oceania,Carbon Neutral,0.013404,0.0038389999999999987,Million
2032,12_NZ,Oceania,Reference,0.267853,0.027749999999999997,Million
2032,15_RP,Southeast Asia,Reference,0.049042,0.0063580000000000025,Million
2032,13_PNG,Oceania,Reference,0.002161,0.0005960000000000002,Million
2032,16_RUS,Russia,Carbon Neutral,10.184387,2.072787999999999,Million
2032,18_CT,Northeast Asia,Reference,0.549549,0.07085899999999995,Million
2032,17_SIN,Southeast Asia,Carbon Neutral,0.191724,0.027910000000000018,Million
2032,17_SIN,Southeast Asia,Reference,0.075175,0.009346000000000007,Million
2032,18_CT,Northeast Asia,Carbon Neutral,1.947054,0.3127500000000001,Million
2032,19_THA,Southeast Asia,Carbon Neutral,3.974487,0.634058,Million
2032,19_THA,Southeast Asia,Reference,0.831507,0.08486099999999996,Million
2032,20_USA,USA,Carbon Neutral,34.578779,5.385532999999999,Million
2032,20_USA,USA,Reference,9.915161,1.082647999999999,Million
2032,21_VN,Southeast Asia,Carbon Neutral,1.0484,0.195492,Million
2032,11_MEX,Other Americas,Reference,1.289806,0.1568719999999999,Million
2032,16_RUS,Russia,Reference,0.315632,0.058282,Million
2032,21_VN,Southeast Asia,Reference,0.257944,0.041562000000000016,Million
2032,11_MEX,Other Americas,Carbon Neutral,6.678325,1.1027620000000002,Million
2032,10_MAS,Southeast Asia,Carbon Neutral,2.730062,0.517185,Million
2032,01_AUS,Oceania,Carbon Neutral,2.942794,0.4864160000000002,Million
2032,01_AUS,Oceania,Reference,0.576957,0.06287900000000002,Million
2032,02_BD,Southeast Asia,Carbon Neutral,0.051934,0.009238000000000003,Million
2032,02_BD,Southeast Asia,Reference,0.00817,0.001555,Million
2032,03_CDA,Other Americas,Carbon Neutral,3.6924,0.5721600000000002,Million
2032,03_CDA,Other Americas,Reference,0.988557,0.111479,Million
2032,04_CHL,Other Americas,Carbon Neutral,1.556201,0.320465,Million
2032,04_CHL,Other Americas,Reference,0.399866,0.059836999999999974,Million
2032,05_PRC,China,Carbon Neutral,82.120638,8.929400999999999,Million
2032,10_MAS,Southeast Asia,Reference,0.584893,0.094526,Million
2032,06_HKC,Northeast Asia,Carbon Neutral,0.17785,0.030514000000000013,Million
2032,06_HKC,Northeast Asia,Reference,0.032876,0.003929000000000002,Million
2032,07_INA,Southeast Asia,Carbon Neutral,4.173673,0.7808730000000002,Million
2032,07_INA,Southeast Asia,Reference,0.331612,0.044991,Million
2032,08_JPN,Northeast Asia,Carbon Neutral,13.372445,1.983924,Million
2032,08_JPN,Northeast Asia,Reference,3.051219,0.152501,Million
2032,09_ROK,Northeast Asia,Carbon Neutral,6.44013,0.9348070000000002,Million
2032,09_ROK,Northeast Asia,Reference,1.94592,0.23875500000000005,Million
2032,05_PRC,China,Reference,31.967028,2.512357999999999,Million
2033,15_RP,Southeast Asia,Reference,0.054845,0.005802999999999996,Million
2033,15_RP,Southeast Asia,Carbon Neutral,0.323695,0.04868800000000001,Million
2033,14_PE,Other Americas,Reference,0.141487,0.01480200000000001,Million
2033,12_NZ,Oceania,Reference,0.294096,0.026243000000000016,Million
2033,13_PNG,Oceania,Reference,0.002757,0.0005959999999999997,Million
2033,13_PNG,Oceania,Carbon Neutral,0.017295,0.003891000000000002,Million
2033,16_RUS,Russia,Carbon Neutral,12.08482,1.9004330000000014,Million
2033,14_PE,Other Americas,Carbon Neutral,0.802307,0.11743999999999999,Million
2033,16_RUS,Russia,Reference,0.381303,0.06567099999999998,Million
2033,18_CT,Northeast Asia,Reference,0.615358,0.065809,Million
2033,17_SIN,Southeast Asia,Reference,0.085567,0.010391999999999998,Million
2033,18_CT,Northeast Asia,Carbon Neutral,2.25663,0.30957599999999985,Million
2033,19_THA,Southeast Asia,Carbon Neutral,4.520145,0.5456580000000004,Million
2033,19_THA,Southeast Asia,Reference,0.901896,0.07038900000000003,Million
2033,20_USA,USA,Carbon Neutral,39.941134,5.362355000000001,Million
2033,20_USA,USA,Reference,10.937514,1.0223530000000007,Million
2033,21_VN,Southeast Asia,Carbon Neutral,1.239168,0.19076800000000005,Million
2033,12_NZ,Oceania,Carbon Neutral,1.082375,0.1397980000000001,Million
2033,17_SIN,Southeast Asia,Carbon Neutral,0.221188,0.02946399999999999,Million
2033,21_VN,Southeast Asia,Reference,0.298072,0.040128,Million
2033,11_MEX,Other Americas,Reference,1.453872,0.16406600000000005,Million
2033,10_MAS,Southeast Asia,Reference,0.673533,0.08864000000000005,Million
2033,11_MEX,Other Americas,Carbon Neutral,7.874334,1.196009,Million
2033,01_AUS,Oceania,Carbon Neutral,3.400724,0.4579299999999997,Million
2033,01_AUS,Oceania,Reference,0.631808,0.05485099999999998,Million
2033,02_BD,Southeast Asia,Carbon Neutral,0.061217,0.009283,Million
2033,02_BD,Southeast Asia,Reference,0.010034,0.0018639999999999993,Million
2033,03_CDA,Other Americas,Carbon Neutral,4.267576,0.5751759999999999,Million
2033,04_CHL,Other Americas,Carbon Neutral,1.878192,0.32199100000000014,Million
2033,04_CHL,Other Americas,Reference,0.456719,0.05685299999999999,Million
2033,05_PRC,China,Carbon Neutral,90.702816,8.582177999999999,Million
2033,03_CDA,Other Americas,Reference,1.095059,0.10650199999999999,Million
2033,06_HKC,Northeast Asia,Carbon Neutral,0.208132,0.030282000000000003,Million
2033,05_PRC,China,Reference,34.602926,2.6358979999999974,Million
2033,09_ROK,Northeast Asia,Reference,2.17064,0.22472000000000003,Million
2033,09_ROK,Northeast Asia,Carbon Neutral,7.352399,0.9122690000000002,Million
2033,08_JPN,Northeast Asia,Reference,3.188358,0.1371389999999999,Million
2033,10_MAS,Southeast Asia,Carbon Neutral,3.229432,0.49936999999999987,Million
2033,07_INA,Southeast Asia,Reference,0.382011,0.05039899999999997,Million
2033,07_INA,Southeast Asia,Carbon Neutral,4.95038,0.776707,Million
2033,06_HKC,Northeast Asia,Reference,0.037212,0.004336,Million
2033,08_JPN,Northeast Asia,Carbon Neutral,15.250511,1.8780659999999987,Million
2034,16_RUS,Russia,Carbon Neutral,13.926738,1.8419179999999997,Million
2034,12_NZ,Oceania,Reference,0.318878,0.02478199999999997,Million
2034,13_PNG,Oceania,Carbon Neutral,0.021242,0.003946999999999999,Million
2034,13_PNG,Oceania,Reference,0.003351,0.0005939999999999999,Million
2034,14_PE,Other Americas,Carbon Neutral,0.92123,0.118923,Million
2034,14_PE,Other Americas,Reference,0.155778,0.014290999999999998,Million
2034,15_RP,Southeast Asia,Carbon Neutral,0.37416,0.05046499999999998,Million
2034,15_RP,Southeast Asia,Reference,0.060602,0.005757000000000005,Million
2034,16_RUS,Russia,Reference,0.46049,0.07918700000000001,Million
2034,12_NZ,Oceania,Carbon Neutral,1.222379,0.14000400000000002,Million
2034,17_SIN,Southeast Asia,Reference,0.0972,0.01163299999999999,Million
2034,18_CT,Northeast Asia,Carbon Neutral,2.566509,0.309879,Million
2034,18_CT,Northeast Asia,Reference,0.676728,0.061370000000000036,Million
2034,19_THA,Southeast Asia,Carbon Neutral,5.109246,0.5891009999999994,Million
2034,19_THA,Southeast Asia,Reference,0.976424,0.07452799999999993,Million
2034,20_USA,USA,Carbon Neutral,45.314713,5.373578999999999,Million
2034,20_USA,USA,Reference,11.899879,0.9623650000000001,Million
2034,21_VN,Southeast Asia,Carbon Neutral,1.424266,0.18509799999999998,Million
2034,21_VN,Southeast Asia,Reference,0.336568,0.038495999999999975,Million
2034,17_SIN,Southeast Asia,Carbon Neutral,0.252088,0.030899999999999983,Million
2034,11_MEX,Other Americas,Reference,1.610853,0.15698100000000004,Million
2034,11_MEX,Other Americas,Carbon Neutral,9.05839,1.184055999999999,Million
2034,10_MAS,Southeast Asia,Reference,0.756035,0.08250199999999996,Million
2034,01_AUS,Oceania,Carbon Neutral,3.8675,0.4667760000000003,Million
2034,01_AUS,Oceania,Reference,0.688331,0.05652299999999999,Million
2034,02_BD,Southeast Asia,Carbon Neutral,0.070547,0.009329999999999998,Million
2034,02_BD,Southeast Asia,Reference,0.012256,0.002222,Million
2034,03_CDA,Other Americas,Carbon Neutral,4.85007,0.5824939999999996,Million
2034,04_CHL,Other Americas,Carbon Neutral,2.204453,0.3262609999999999,Million
2034,04_CHL,Other Americas,Reference,0.510622,0.053903000000000034,Million
2034,05_PRC,China,Carbon Neutral,99.35684,8.654024000000007,Million
2034,05_PRC,China,Reference,37.333833,2.730907000000002,Million
